index sum SD mean
100 0.0 0.0 0.0
101 0.0 0.0 0.0
102 0.0 0.0 0.0
103 0.0 0.0 0.0
104 0.0 0.0 0.0
105 0.0 0.0 0.0
106 0.0 0.0 0.0
107 0.0 0.0 0.0
108 0.0 0.0 0.0
109 0.0 0.0 0.0
110 0.0 0.0 0.0
111 0.0 0.0 0.0
112 0.0 0.0 0.0
113 0.0 0.0 0.0
114 0.0 0.0 0.0
115 0.0 0.0 0.0
116 0.0 0.0 0.0
117 0.0 0.0 0.0
118 0.0 0.0 0.0
119 0.0 0.0 0.0
120 0.0052996384966128565 3.4161072626625287e-08 1.3946417096349622e-05
121 0.020429356558865349 2.7807237599005138e-07 5.3761464628593022e-05
122 0.042539819564024972 9.6391349073396084e-07 0.0001119468935895394
123 0.070519321919406047 2.3319615200804483e-06 0.0001855771629458054
124 0.10366594266226502 4.6147324205719703e-06 0.00027280511226911847
125 0.14145717756257178 8.0300546541568557e-06 0.00037225573042782049
126 0.18346916637212698 1.2778492743266993e-05 0.00048281359571612363
127 0.22933948021734635 1.904284706756678e-05 0.00060352494794038507
128 0.27874722035151384 2.6988516974441937e-05 0.00073354531671451014
129 0.33140130464452033 3.6764131717263353e-05 0.00087210869643294822
130 0.38703309697785893 4.8502195033416592e-05 0.0010185081499417339
131 0.44539153721367358 6.2319660256186121e-05 0.0011720829926675622
132 0.50623980266937962 7.831842693960634e-05 0.0013322100070246833
133 0.56935295382427253 9.6585776045957948e-05 0.0014982972469059803
134 0.63451623758908371 0.00011719476601343143 0.0016697795726028518
135 0.70152384355543029 0.00014020460842334711 0.0018461153777774482
136 0.77017798083939049 0.00016566103793541146 0.0020267841601036593
137 0.84028818621019108 0.00019359668570686036 0.0022112847005531346
138 0.9116708026714111 0.00022403146302824896 0.0023991336912405556
139 0.98414858478806655 0.00025697295812810345 0.0025898646968107015
140 1.0575504001149731 0.00029241684853100364 0.0027830273687236137
141 1.1317110035588305 0.00033034732914824641 0.0029781868514706065
142 1.2064708678209783 0.00037073755614787672 0.0031749233363709958
143 1.2816760569889238 0.00041355010589366151 0.0033728317289182207
144 1.3571781335654292 0.00045873744824388794 0.0035715214041195506
145 1.4328340909093649 0.00050624243270856186 0.0037706160287088548
146 1.5085063057905963 0.00055599878719355018 0.0039697534362910427
147 1.584062505479013 0.00060793162723440822 0.0041685855407342445
148 1.6593757460312932 0.00066195797510845667 0.0043667782790297194
149 1.7343243982330523 0.00071798728703932591 0.004564011574297506
150 1.8087921379150838 0.0007759219860581911 0.0047599793103028521
151 1.8826679365515735 0.00083565799575141141 0.0049543893067146667
152 1.9558460454617139 0.00089708526458504522 0.0051469632775308265
153 2.0282259612076619 0.00096008825876542185 0.0053374367400201624
154 2.0997123487738891 0.0010245463790997378 0.0055255588125628658
155 2.1702148818893026 0.0010903342212777631 0.0057110917944455334
156 2.2396479333517192 0.0011573215416086208 0.005893810350925577
157 2.3079300156086733 0.0012253727181586475 0.0060735000410754563
158 2.3749828429158426 0.0012943454261619403 0.0062499548497785334
159 2.4407298692521411 0.0013640881973643918 0.0064229733401372138
160 2.5050941765020101 0.0014344365599071622 0.0065923530960579216
161 2.5679956671261173 0.0015052076103982993 0.0067578833345424139
162 2.6293476536063145 0.0015761931657461952 0.0069193359305429331
163 2.6890531471084267 0.0016471521082139389 0.0070764556502853331
164 2.747001372127416 0.0017178030608620604 0.0072289509792826737
165 2.8030652287590487 0.0017878190021761357 0.0073764874441027599
166 2.8571005009306019 0.0018568256417673067 0.0075186855287647418
167 2.9089475196649279 0.00192440520137556 0.0076551250517498106
168 2.9584356974771446 0.0019901065863844698 0.0077853570986240652
169 3.0053909087700172 0.0020534619030615742 0.0079089234441316238
170 3.0496451653449035 0.0021140080856678271 0.0080253820140655362
171 3.0910475601458596 0.0021713112905948776 0.0081343356845943668
172 3.1294752166380495 0.0022249912134178142 0.0082354610964159199
173 3.1648428478842292 0.0022747422493909282 0.0083285338102216562
174 3.197109871515484 0.0023203492478355305 0.0084134470303039045
175 3.2262841569156859 0.0023616958940186469 0.0084902214655675941
176 3.2524223824330263 0.0023987659036547922 0.0085590062695605953
177 3.2756270374697918 0.002431637115109621 0.0086200711512362943
178 3.2960407354700481 0.0024604701203907492 0.0086737914091317061
179 3.3138386405228495 0.0024854931501311515 0.0087206280013759196
180 3.3292198810650833 0.0025069850543638561 0.008761104950171272
181 3.3423987777465851 0.0025252581305388847 0.0087957862572278552
182 3.3535965504951903 0.0025406420806826664 0.0088252540802505001
183 3.3630339782218539 0.002553469999820751 0.0088500894163732989
184 3.3709253365397118 0.0025640669722726468 0.0088708561487887156
185 3.3774736909232028 0.0025727413524366241 0.0088880886603242178
186 3.3828675303835376 0.0025797786493469733 0.0089022829746935195
187 3.3872786626828999 0.0025854377804419935 0.0089138912175865791
188 3.3908611519901366 0.0025899492583487493 0.008923318821026675
189 3.3937511364017174 0.0025935149551550053 0.0089309240431624144
190 3.3960673128278254 0.002596309036472802 0.0089370192442837504
191 3.3979119047107429 0.0025984797107796529 0.0089418734334493228
192 3.3993719504475677 0.0026001514961760189 0.0089457156590725465
193 3.400520775166743 0.0026014277580576274 0.0089487388820177448
194 3.4014195387171005 0.0026023933310579225 0.0089511040492555281
195 3.4021187767413759 0.0026031170872436839 0.0089529441493194101
196 3.4026598761317564 0.0026036543555314402 0.0089543680950835685
197 3.4030764458766329 0.0026040491338501647 0.0089554643312542963
198 3.4033955541244842 0.0026043360609325525 0.0089563040898012741
199 3.4036388569542968 0.0026045421445042112 0.008956944360406045
200 3.4038235197009428 0.002604688230689556 0.0089574303150024813
201 3.4039630737066036 0.0026047902560912988 0.0089577975623857994
202 3.4040681144776817 0.0026048602840985004 0.008958073985467583
203 3.404146875283939 0.0026049073550151705 0.0089582812507472079
204 3.4042057222282778 0.002604938326361082 0.008958436111127047
205 3.4042495323223951 0.0026049577413361723 0.0089585514008484086
206 3.404282063282281 0.002604969409025795 0.0089586370086375822
207 3.4043061552890035 0.0026049758809398266 0.0089587004086552728
208 3.4043239554986222 0.002604978957308211 0.0089587472513121633
209 3.4043370802254258 0.0026049798915888205 0.0089587817900669102
210 3.4043467384585697 0.0026049795707837405 0.0089588072064699202
211 3.4043538383843379 0.0026049785448859254 0.008958825890485099
212 3.4043590514330364 0.0026049771551574065 0.0089588396090343071
213 3.4043628775788748 0.0026049756599974957 0.0089588496778391438
214 3.4043656809604821 0.0026049741811489772 0.0089588570551591626
215 3.4043677356286746 0.002604972814055498 0.0089588624621807222
216 3.4043692429982233 0.0026049716037177626 0.0089588664289426932
217 3.4043703476530149 0.0026049705529338583 0.0089588693359289873
218 3.4043711585543233 0.0026049696638705349 0.0089588714698797985
219 3.4043717535585465 0.0026049689207644842 0.0089588730356803849
220 3.4043721905652582 0.0026049683081633642 0.0089588741856980476
221 3.4043725117408896 0.0026049678083086831 0.0089588750308970781
222 3.4043727483174751 0.0026049674050073047 0.008958875653467039
223 3.4043729222896388 0.0026049670807208368 0.0089588761112885228
224 3.4043730506740779 0.0026049668226964568 0.0089588764491423094
225 3.4043731454680657 0.0026049666184044694 0.0089588766986001735
226 3.4043732154832469 0.0026049664573878791 0.0089588768828506495
227 3.4043732672167053 0.0026049663310220928 0.0089588770189913298
228 3.4043733054828467 0.0026049662323066689 0.0089588771196917015
229 3.4043733338001312 0.0026049661554828209 0.0089588771942108718
230 3.4043733547680874 0.0026049660959223237 0.0089588772493897038
231 3.4043733702906209 0.0026049660498818237 0.0089588772902384761
232 3.4043733817854229 0.0026049660144106999 0.0089588773204879544
233 3.4043733903172453 0.0026049659872070452 0.0089588773429401195
234 3.4043733966532606 0.0026049659664047421 0.0089588773596138444
235 3.4043734013495222 0.002604965950520512 0.0089588773719724273
236 3.40437340481953 0.0026049659384080773 0.0089588773811040256
237 3.4043734073756684 0.0026049659291924585 0.0089588773878307056
238 3.4043734092563174 0.0026049659222006985 0.0089588773927797832
239 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
240 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
241 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
242 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
243 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
244 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
245 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
246 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
247 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
248 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
249 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
250 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
251 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
252 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
253 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
254 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
255 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
256 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
257 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
258 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
259 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
260 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
261 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
262 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
263 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
264 3.4043734106396855 0.0026049659169251021 0.0089588773964202253
