index sum SD mean
25 0.0 0.0 0.0
26 0.0 0.0 0.0
27 0.0 0.0 0.0
28 0.0 0.0 0.0
29 0.0 0.0 0.0
30 0.0 0.0 0.0
31 0.0 0.0 0.0
32 0.0 0.0 0.0
33 0.0 0.0 0.0
34 0.0 0.0 0.0
35 0.0 0.0 0.0
36 0.0 0.0 0.0
37 0.0 0.0 0.0
38 0.0 0.0 0.0
39 0.0 0.0 0.0
40 0.0 0.0 0.0
41 0.0 0.0 0.0
42 0.0 0.0 0.0
43 0.0 0.0 0.0
44 0.0 0.0 0.0
45 0.0 0.0 0.0
46 0.0 0.0 0.0
47 0.0 0.0 0.0
48 0.0 0.0 0.0
49 0.0 0.0 0.0
50 0.0 0.0 0.0
51 0.0 0.0 0.0
52 0.0 0.0 0.0
53 0.0 0.0 0.0
54 0.0 0.0 0.0
55 0.0 0.0 0.0
56 0.0 0.0 0.0
57 0.0 0.0 0.0
58 0.0 0.0 0.0
59 0.0 0.0 0.0
60 0.025927407479815114 1.2863106256934293e-07 0.00021606172899845929
61 0.090135468882536499 9.4938599570319985e-07 0.00075112890735447085
62 0.18253199248777649 3.2455395897386979e-06 0.0015210999373981373
63 0.29938296855730873 7.9410680489780895e-06 0.0024948580713109059
64 0.43848878456513707 1.6077628620908517e-05 0.0036540732047094754
65 0.598358660928904 2.880435160652704e-05 0.0049863221744075332
66 0.77790676833609007 4.7373289024704474e-05 0.0064825564028007506
67 0.9763076607167851 7.3138074639281914e-05 0.0081358971726398759
68 1.1929167760336263 0.00010755467286001327 0.009940973133613553
69 1.4272223406592417 0.00015218361784518923 0.011893519505493682
70 1.678814181886088 0.00020869334595414039 0.013990118182384067
71 1.9473621761609226 0.00027886392985398804 0.016228018134674355
72 2.2325993964067417 0.00036458859158674113 0.018604994970056181
73 2.5343032318394414 0.00046786315654606133 0.02111919359866201
74 2.8522599574817455 0.00059073452723901838 0.023768832979014547
75 3.1861823975663688 0.00073514474928905666 0.026551519979719738
76 3.5355319378829297 0.00090257218794482542 0.029462766149024416
77 3.8991946707415504 0.0010933865295146342 0.032493288922846253
78 4.2750058394043302 0.0013059649849514951 0.035625048661702755
79 4.6592192569519275 0.0015358577456933728 0.038826827141266063
80 5.0461385948855773 0.0017754943356583165 0.042051154957379808
81 5.4281724648980916 0.0020148495295933232 0.045234770540817433
82 5.7964664491493458 0.0022430619416830473 0.048303887076244549
83 6.1420255636564614 0.002450466646502507 0.051183546363803845
84 6.45700694980217 0.0026302652658346647 0.05380839124835142
85 6.7357836114963954 0.0027792833085751516 0.056131530095803295
86 6.975495356614541 0.0028977453005561474 0.05812912797178784
87 7.1760232055412754 0.0029883928438890588 0.059800193379510626
88 7.3395168957547314 0.0030553900713180264 0.061162640797956094
89 7.4696943094761235 0.0031033580664646988 0.062247452578967695
90 7.5711179277040941 0.0031367019813143631 0.063092649397534117
91 7.648583752587613 0.0031592360055636157 0.063738197938230115
92 7.7066813478947926 0.0031740472662828115 0.064222344565789943
93 7.7495256768177292 0.0031835085500924527 0.064579380640147746
94 7.7806306413932562 0.003189369577687342 0.064838588678277131
95 7.8028839557175136 0.0031928759696206858 0.065024032964312611
96 7.8185854859173203 0.0031948870958979575 0.065154879049310999
97 7.8295191347867901 0.0031959785825250958 0.06524599278988992
98 7.8370372677043809 0.0031965249119561058 0.065308643897536503
99 7.8421445045479663 0.0031967623682470788 0.065351204204566388
100 7.8455735641648587 0.0031968351239203912 0.065379779701373819
101 7.8478499136868365 0.0031968277635571964 0.065398749280723631
102 7.8493445123198251 0.0031967875419285515 0.065411204269331877
