index value
-70 0.022291365100694922
-69 0.022341452274036451
-68 0.022392377965025276
-67 0.022444221176173475
-66 0.022497058002572269
-65 0.022550962287705863
-64 0.022606006274546012
-63 0.022662261246638674
-62 0.022719798157378027
-61 0.022778688245171107
-60 0.022839003636084428
-59 0.022900817934845649
-58 0.022964206806126035
-57 0.023029248551226213
-56 0.023096024683554393
-55 0.023164620509319701
-54 0.023235125718401785
-53 0.023307634994009764
-52 0.023382248648258771
-51 0.023459073291491401
-50 0.023538222546478107
-49 0.023619817817313871
-48 0.023703989123869389
-47 0.023790876016736084
-46 0.023880628585969267
-45 0.023973408581661092
-44 0.024069390663990133
-43 0.024168763807008189
-42 0.024271732881241737
-41 0.024378520444469812
-40 0.024489368778684385
-39 0.024604542214556248
-38 0.024724329794352684
-37 0.02484904833537227
-36 0.024979045967513432
-35 0.02511470623536512
-34 0.025256452875164485
-33 0.025404755402490497
-32 0.02556013567886942
-31 0.025723175667305136
-30 0.025894526639755916
-29 0.02607492016973673
-28 0.026265181334171515
-27 0.026466244669452913
-26 0.026679173587875683
-25 0.026905184178143055
-24 0.027145674610407147
-23 0.027402261776000886
-22 0.027676827364943615
-21 0.02797157639673804
-20 0.028289112389654869
-19 0.028632535065830675
-18 0.02900556904158795
-17 0.029412735833377814
-16 0.029859587543873089
-15 0.030353030208980093
-14 0.030901780541353934
-13 0.031517026437383119
-12 0.032213408262608725
-11 0.03301052305457837
-10 0.033935316698442769
-9 0.03502605895418192
-8 0.036339310526116643
-7 0.037962971630881089
-6 0.040042887454153575
-5 0.04284360248352418
-4 0.046911183092618866
-3 0.053632687382507566
-2 0.068297283498148301
-1 0.2251267510541432
0 0.52321870065820675
1 0.068297340231884746
2 0.053632687382507427
3 0.046911183092618831
4 0.042843602483524264
5 0.040042887454153693
6 0.03796297163088113
7 0.03633931052611649
8 0.035026058954181621
9 0.033935316698442547
10 0.033010523054578515
11 0.03221340826260935
12 0.031517026437384028
13 0.030901780541354604
14 0.030353030208979958
15 0.029859587543871913
16 0.029412735833375923
17 0.029005569041586261
18 0.028632535065830206
19 0.028289112389656253
20 0.027971576396740968
21 0.027676827364946789
22 0.027402261776002541
23 0.027145674610405908
24 0.026905184178138905
25 0.026679173587870322
26 0.026466244669449201
27 0.026265181334172195
28 0.026074920169742763
29 0.025894526639765575
30 0.025723175667314274
31 0.025560135678873164
32 0.025404755402485654
33 0.025256452875151398
34 0.025114706235348096
35 0.02497904596749926
36 0.024849048335367351
37 0.024724329794360268
38 0.024604542214574799
39 0.024489368778707932
40 0.024378520444490064
41 0.024271732881251121
42 0.024168763807002516
43 0.024069390663970062
44 0.023973408581632036
45 0.023880628585939867
46 0.023790876016715781
47 0.023703989123865742
48 0.023619817817330264
49 0.023538222546512309
50 0.023459073291535508
51 0.023382248648300855
52 0.023307634994036982
53 0.023235125718404179
54 0.023164620509293285
55 0.023096024683502605
56 0.023029248551159672
57 0.02296420680606084
58 0.022900817934800147
59 0.022839003636074537
60 0.022778688245204872
61 0.022719798157451777
62 0.022662261246736901
63 0.022606006274644676
64 0.022550962287776991
65 0.022497058002588773
66 0.022444221176116722
67 0.022392377964896886
68 0.022341452273869064
69 0.022291365100549462
