index value
-50 0.062499999962903639
-49 0.06249999996290357
-48 0.062499999962903549
-47 0.062499999962903535
-46 0.06249999996290348
-45 0.062499999962903445
-44 0.062499999962903424
-43 0.062499999962903355
-42 0.06249999996290332
-41 0.062499999962903299
-40 0.062499999962903251
-39 0.062499999962903216
-38 0.06249999996290314
-37 0.062499999962903105
-36 0.062499999962903036
-35 0.062499999962903001
-34 0.062499999962902932
-33 0.062499999962902897
-32 0.062499999962902821
-31 0.062499999962902751
-30 0.062499999962902696
-29 0.062499999962902612
-28 0.062499999962902536
-27 0.06249999996290246
-26 0.062499999962902376
-25 0.062499999962902293
-24 0.062499999962902203
-23 0.062499999962902092
-22 0.062499999962901988
-21 0.062499999962901884
-20 0.062499999962901745
-19 0.062499999962901627
-18 0.062499999962901474
-17 0.062499999962901301
-16 0.062499999962901127
-15 0.06249999996290094
-14 0.062499999962900746
-13 0.062499999962900489
-12 0.062499999962900239
-11 0.062499999962899934
-10 0.062499999962899566
-9 0.062499999962899157
-8 0.062499999962898664
-7 0.06249999996289806
-6 0.062499999962897318
-5 0.062499999962896305
-4 0.062499999962894889
-3 0.06249999996289269
-2 0.062499999962888422
-1 0.062499999962862457
0 0.062499999962862457
1 0.062499999962888422
2 0.06249999996289269
3 0.062499999962894889
4 0.062499999962896305
5 0.062499999962897318
6 0.06249999996289806
7 0.062499999962898664
8 0.062499999962899157
9 0.062499999962899566
10 0.062499999962899934
11 0.062499999962900239
12 0.062499999962900489
13 0.062499999962900746
14 0.06249999996290094
15 0.062499999962901127
16 0.062499999962901301
17 0.062499999962901474
18 0.062499999962901627
19 0.062499999962901745
20 0.062499999962901884
21 0.062499999962901988
22 0.062499999962902092
23 0.062499999962902203
24 0.062499999962902293
25 0.062499999962902376
26 0.06249999996290246
27 0.062499999962902536
28 0.062499999962902612
29 0.062499999962902696
30 0.062499999962902751
31 0.062499999962902821
32 0.062499999962902897
33 0.062499999962902932
34 0.062499999962903001
35 0.062499999962903036
36 0.062499999962903105
37 0.06249999996290314
38 0.062499999962903216
39 0.062499999962903251
40 0.062499999962903299
41 0.06249999996290332
42 0.062499999962903355
43 0.062499999962903424
44 0.062499999962903445
45 0.06249999996290348
46 0.062499999962903535
47 0.062499999962903549
48 0.06249999996290357
49 0.062499999962903639
