index value
-18 0.35322969088197043
-17 0.35782868515203153
-16 0.36248599992951019
-15 0.36729395009900806
-14 0.37235782546537993
-13 0.3778001086534436
-12 0.3837674895084085
-11 0.39044225880469358
-10 0.39806090809596051
-9 0.40694529780670202
-8 0.41755724718957299
-7 0.43060026947175578
-6 0.44722556131519386
-5 0.46949834757400671
-4 0.50163361687656849
-3 0.55416970218594896
-2 0.66603758783767231
-1 1.1953016137678316
0 3.1299031375869295
1 0.66603758783767231
2 0.55416970218594652
3 0.50163361687656782
4 0.46949834757401659
5 0.44722556131521218
6 0.43060026947174723
7 0.41755724718950482
8 0.40694529780662952
9 0.3980609080960999
10 0.39044225880496081
11 0.38376748950830708
12 0.37780010865306957
13 0.37235782546519153
14 0.36729395009914567
15 0.36248599992989489
16 0.35782868515244109
17 0.35322969088190148
