index value
-59 0.070417805571300354
-58 0.070443136732815673
-57 0.070469084339157981
-56 0.070495700461839825
-55 0.070523028121412756
-54 0.070551106598835608
-53 0.070579974408572138
-52 0.070609670970039146
-51 0.070640237581623674
-50 0.07067171803829872
-49 0.070704159079432977
-48 0.070737610770862699
-47 0.07077212687229055
-46 0.070807765222000066
-45 0.070844588155576843
-44 0.070882662971248123
-43 0.070922062452343948
-42 0.07096286545736831
-41 0.071005157589098547
-40 0.071049031955929792
-39 0.071094590040787248
-38 0.071141942697052915
-37 0.071191211292226622
-36 0.071242529027553986
-35 0.071296042466289483
-34 0.071351913310491746
-33 0.071410320475826322
-32 0.071471462525140056
-31 0.071535560536563778
-30 0.071602861501559437
-29 0.071673642372039464
-28 0.071748214908875715
-27 0.071826931526286289
-26 0.071910192384334409
-25 0.07199845405704268
-24 0.072092240207276712
-23 0.072192154843164449
-22 0.072298898928208566
-21 0.072413291398239835
-20 0.072536296038436754
-19 0.072669056258502521
-18 0.072812940667761603
-17 0.07296960365824226
-16 0.07314106722109151
-15 0.073329833407145592
-14 0.07353904201723481
-13 0.073772696770321514
-12 0.074035998197997527
-11 0.074335848548110484
-10 0.074681644974681508
-9 0.075086578823521072
-8 0.075569874420825703
-7 0.076160896082390378
-6 0.076907307845150444
-5 0.077893088807831912
-4 0.079284624285831412
-3 0.081478323290339827
-2 0.085809800301056047
-1 0.11701955017008699
0 0.11701955030540119
1 0.085809800460150368
2 0.081478323290351568
3 0.07928462428582668
4 0.077893088807817132
5 0.076907307845134137
6 0.076160896082371532
7 0.075569874420805511
8 0.075086578823502934
9 0.074681644974683214
10 0.074335848548134922
11 0.074035998198031083
12 0.073772696770324997
13 0.073539042017220627
14 0.073329833407139694
15 0.07314106722106925
16 0.072969603658192453
17 0.072812940667734152
18 0.072669056258533746
19 0.07253629603849826
20 0.072413291398283827
21 0.072298898928218169
22 0.072192154843153486
23 0.072092240207281832
24 0.071998454057038141
25 0.071910192384303184
26 0.071826931526254079
27 0.071748214908884445
28 0.071673642372093144
29 0.071602861501613935
30 0.071535560536580708
31 0.071471462525112953
32 0.071410320475757003
33 0.071351913310413836
34 0.071296042466282239
35 0.071242529027646731
36 0.0711912112923241
37 0.071141942697039356
38 0.071094590040674491
39 0.071049031955855782
40 0.07100515758917593
41 0.070962865457545349
42 0.070922062452455636
43 0.070882662971187879
44 0.070844588155361501
45 0.070807765221724869
46 0.070772126872100161
47 0.070737610770905068
48 0.070704159079740522
49 0.070671718038708115
50 0.070640237581853615
51 0.070609670969899563
52 0.070579974408134918
53 0.070551106598377447
54 0.070523028121195624
55 0.070495700461972857
56 0.070469084339573537
57 0.070443136733291029
58 0.070417805571575467
