index value
-18 0.083012466780832767
-17 0.083659273777089635
-16 0.084310903110835528
-15 0.084980105054530145
-14 0.085681150599513589
-13 0.086430344847671911
-12 0.087246880419903486
-11 0.088154216259291901
-10 0.089182309815320812
-9 0.090371318683611035
-8 0.091778005224151041
-7 0.093487506636642598
-6 0.095636785282428027
-5 0.098466712758509892
-4 0.1024568450360941
-3 0.10876637778500668
-2 0.12145299874725402
-1 0.17250254318301003
0 0.30734598009472897
1 0.12145299874725402
2 0.1087663777850064
3 0.10245684503609402
4 0.098466712758511127
5 0.095636785282430373
6 0.093487506636641474
7 0.091778005224142048
8 0.090371318683601376
9 0.089182309815339561
10 0.088154216259328108
11 0.087246880419889664
12 0.086430344847620577
13 0.085681150599487582
14 0.084980105054549254
15 0.084310903110889221
16 0.083659273777147089
17 0.083012466780823052
