index value
-35 0.083516341460016782
-34 0.083775840741914701
-33 0.084038893563316064
-32 0.08430728121397657
-31 0.084582759503926394
-30 0.084867073711594701
-29 0.085161978426050305
-28 0.085469262325797379
-27 0.085790778098021006
-26 0.086128477941539078
-25 0.0864844554288106
-24 0.086860994950366144
-23 0.087260630565778791
-22 0.087686216896758568
-21 0.088141015811034701
-20 0.088628804203345832
-19 0.089154010407325235
-18 0.089721890038223978
-17 0.090338756956309274
-16 0.091012292570020692
-15 0.091751968570176215
-14 0.092569637460175297
-13 0.093480377522388705
-12 0.094503734835408679
-11 0.095665606007078477
-10 0.097001196414404647
-9 0.098559870607722158
-8 0.10041352635174702
-7 0.10267200806205147
-6 0.10551389682702081
-5 0.10925509140423467
-4 0.11452687743557634
-3 0.12286170479267189
-2 0.13967719024507833
-1 0.26443863649085581
0 0.38502034215034669
1 0.13967721204194813
2 0.12286170479267196
3 0.11452687743557689
4 0.10925509140423544
5 0.105513896827021
6 0.10267200806205044
7 0.10041352635174558
8 0.098559870607722214
9 0.097001196414407298
10 0.095665606007082307
11 0.094503734835410524
12 0.093480377522386818
13 0.09256963746017112
14 0.091751968570172843
15 0.091012292570019401
16 0.090338756956309191
17 0.08972189003822513
18 0.089154010407330633
19 0.088628804203357697
20 0.088141015811048398
21 0.087686216896762856
22 0.087260630565764816
23 0.086860994950333989
24 0.086484455428764095
25 0.086128477941483775
26 0.085790778097984702
27 0.085469262325847756
28 0.085161978426245358
29 0.084867073711875143
30 0.084582759504083602
31 0.084307281213804416
32 0.084038893562829703
33 0.083775840741386193
34 0.083516341459767968
