index value
-100 0.067464142461736612
-99 0.067464142461736584
-98 0.067464142461736543
-97 0.06746414246173657
-96 0.067464142461736543
-95 0.067464142461736501
-94 0.067464142461736556
-93 0.067464142461736529
-92 0.067464142461736584
-91 0.067464142461736543
-90 0.06746414246173657
-89 0.067464142461736529
-88 0.067464142461736556
-87 0.067464142461736515
-86 0.067464142461736473
-85 0.067464142461736487
-84 0.067464142461736445
-83 0.067464142461736501
-82 0.067464142461736459
-81 0.067464142461736501
-80 0.067464142461736515
-79 0.067464142461736473
-78 0.067464142461736487
-77 0.067464142461736445
-76 0.067464142461736445
-75 0.067464142461736404
-74 0.067464142461736445
-73 0.067464142461736404
-72 0.067464142461736445
-71 0.06746414246173639
-70 0.06746414246173639
-69 0.06746414246173639
-68 0.067464142461736334
-67 0.067464142461736376
-66 0.067464142461736376
-65 0.067464142461736307
-64 0.067464142461736348
-63 0.067464142461736334
-62 0.067464142461736279
-61 0.067464142461736265
-60 0.067464142461736293
-59 0.067464142461736279
-58 0.067464142461736307
-57 0.067464142461736279
-56 0.067464142461736265
-55 0.067464142461736279
-54 0.06746414246173621
-53 0.067464142461736182
-52 0.067464142461736196
-51 0.067464142461736168
-50 0.067464142461736223
-49 0.067464142461736126
-48 0.067464142461736182
-47 0.067464142461736154
-46 0.06746414246173614
-45 0.067464142461736099
-44 0.067464142461736085
-43 0.067464142461736085
-42 0.067464142461736057
-41 0.067464142461736001
-40 0.067464142461736029
-39 0.067464142461735946
-38 0.067464142461735974
-37 0.067464142461735974
-36 0.06746414246173589
-35 0.06746414246173589
-34 0.067464142461735876
-33 0.067464142461735807
-32 0.067464142461735752
-31 0.067464142461735807
-30 0.067464142461735738
-29 0.067464142461735779
-28 0.067464142461735682
-27 0.067464142461735696
-26 0.067464142461735585
-25 0.067464142461735571
-24 0.067464142461735516
-23 0.067464142461735432
-22 0.067464142461735432
-21 0.067464142461735405
-20 0.067464142461735321
-19 0.06746414246173521
-18 0.067464142461735155
-17 0.067464142461735058
-16 0.067464142461735058
-15 0.067464142461734933
-14 0.067464142461734808
-13 0.067464142461734738
-12 0.067464142461734641
-11 0.067464142461734489
-10 0.067464142461734364
-9 0.067464142461734128
-8 0.067464142461733892
-7 0.067464142461733628
-6 0.067464142461733267
-5 0.067464142461732809
-4 0.067464142461732213
-3 0.067464142461731116
-2 0.067464142461708926
-1 0.067464142461737583
0 0.06746414246171735
1 0.067464142461729187
2 0.067464142461731116
3 0.067464142461732213
4 0.067464142461732809
5 0.067464142461733267
6 0.067464142461733628
7 0.067464142461733892
8 0.067464142461734128
9 0.067464142461734364
10 0.067464142461734489
11 0.067464142461734641
12 0.067464142461734738
13 0.067464142461734808
14 0.067464142461734933
15 0.067464142461735058
16 0.067464142461735058
17 0.067464142461735155
18 0.06746414246173521
19 0.067464142461735321
20 0.067464142461735405
21 0.067464142461735432
22 0.067464142461735432
23 0.067464142461735516
24 0.067464142461735571
25 0.067464142461735585
26 0.067464142461735696
27 0.067464142461735682
28 0.067464142461735779
29 0.067464142461735738
30 0.067464142461735807
31 0.067464142461735752
32 0.067464142461735807
33 0.067464142461735876
34 0.06746414246173589
35 0.06746414246173589
36 0.067464142461735974
37 0.067464142461735974
38 0.067464142461735946
39 0.067464142461736029
40 0.067464142461736001
41 0.067464142461736057
42 0.067464142461736085
43 0.067464142461736085
44 0.067464142461736099
45 0.06746414246173614
46 0.067464142461736154
47 0.067464142461736182
48 0.067464142461736126
49 0.067464142461736223
50 0.067464142461736168
51 0.067464142461736196
52 0.067464142461736182
53 0.06746414246173621
54 0.067464142461736279
55 0.067464142461736265
56 0.067464142461736279
57 0.067464142461736307
58 0.067464142461736279
59 0.067464142461736293
60 0.067464142461736265
61 0.067464142461736279
62 0.067464142461736334
63 0.067464142461736348
64 0.067464142461736307
65 0.067464142461736376
66 0.067464142461736376
67 0.067464142461736334
68 0.06746414246173639
69 0.06746414246173639
70 0.06746414246173639
71 0.067464142461736445
72 0.067464142461736404
73 0.067464142461736445
74 0.067464142461736404
75 0.067464142461736445
76 0.067464142461736445
77 0.067464142461736487
78 0.067464142461736473
79 0.067464142461736515
80 0.067464142461736501
81 0.067464142461736459
82 0.067464142461736501
83 0.067464142461736445
84 0.067464142461736487
85 0.067464142461736473
86 0.067464142461736515
87 0.067464142461736556
88 0.067464142461736529
89 0.06746414246173657
90 0.067464142461736543
91 0.067464142461736584
92 0.067464142461736529
93 0.067464142461736556
94 0.067464142461736501
95 0.067464142461736543
96 0.06746414246173657
97 0.067464142461736543
98 0.067464142461736584
99 0.067464142461736612
