index value
-25 0.06746414237644506
-24 0.067464142376444963
-23 0.067464142376444866
-22 0.067464142376444769
-21 0.067464142376444658
-20 0.067464142376444561
-19 0.067464142376444436
-18 0.067464142376444311
-17 0.067464142376444158
-16 0.067464142376443992
-15 0.067464142376443825
-14 0.067464142376443631
-13 0.067464142376443409
-12 0.067464142376443173
-11 0.067464142376442882
-10 0.067464142376442549
-9 0.067464142376442188
-8 0.067464142376441744
-7 0.067464142376441175
-6 0.067464142376440495
-5 0.067464142376439551
-4 0.06746414237643826
-3 0.067464142376436234
-2 0.067464142376391631
-1 0.067464142376449168
0 0.067464142376408492
1 0.067464142376432307
2 0.067464142376436234
3 0.06746414237643826
4 0.067464142376439551
5 0.067464142376440495
6 0.067464142376441175
7 0.067464142376441744
8 0.067464142376442188
9 0.067464142376442549
10 0.067464142376442882
11 0.067464142376443173
12 0.067464142376443409
13 0.067464142376443631
14 0.067464142376443825
15 0.067464142376443992
16 0.067464142376444158
17 0.067464142376444311
18 0.067464142376444436
19 0.067464142376444561
20 0.067464142376444658
21 0.067464142376444769
22 0.067464142376444866
23 0.067464142376444963
24 0.06746414237644506
